url,path,title,recommended_action,reason
https://theearnalism.com/book/a-white-heron,/book/a-white-heron,book/a-white-heron,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/a-ghost-story,/book/a-ghost-story,book/a-ghost-story,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-cop-and-the-anthem,/book/the-cop-and-the-anthem,book/the-cop-and-the-anthem,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-pit-and-the-pendulum,/book/the-pit-and-the-pendulum,book/the-pit-and-the-pendulum,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/an-occurrence-at-owl-creek-bridge,/book/an-occurrence-at-owl-creek-bridge,book/an-occurrence-at-owl-creek-bridge,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/boule-de-suif,/book/boule-de-suif,book/boule-de-suif,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-necklace,/book/the-necklace,book/the-necklace,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-bishop,/book/the-bishop,book/the-bishop,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-lady-with-the-dog,/book/the-lady-with-the-dog,book/the-lady-with-the-dog,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-ransom-of-red-chief,/book/the-ransom-of-red-chief,book/the-ransom-of-red-chief,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-last-leaf,/book/the-last-leaf,book/the-last-leaf,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-murders-in-the-rue-morgue,/book/the-murders-in-the-rue-morgue,book/the-murders-in-the-rue-morgue,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/the-tell-tale-heart,/book/the-tell-tale-heart,book/the-tell-tale-heart,KEEP_PROMOTE,Launch-aligned public URL.
https://theearnalism.com/book/book-2b9853ec52,/book/book-2b9853ec52,book/book-2b9853ec52,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-a4a369483f,/book/book-a4a369483f,book/book-a4a369483f,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-b9d47814a8,/book/book-b9d47814a8,book/book-b9d47814a8,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-0fbdaa730e,/book/book-0fbdaa730e,book/book-0fbdaa730e,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-5704b31005,/book/book-5704b31005,book/book-5704b31005,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-9a7f771921,/book/book-9a7f771921,book/book-9a7f771921,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-4968248842,/book/book-4968248842,book/book-4968248842,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-88ded9b47c,/book/book-88ded9b47c,book/book-88ded9b47c,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-edfcf810c5,/book/book-edfcf810c5,book/book-edfcf810c5,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-95624627d5,/book/book-95624627d5,book/book-95624627d5,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-827fdc7aee,/book/book-827fdc7aee,book/book-827fdc7aee,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-bfc51280b3,/book/book-bfc51280b3,book/book-bfc51280b3,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-4b944e64fa,/book/book-4b944e64fa,book/book-4b944e64fa,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-ef193ffc52,/book/book-ef193ffc52,book/book-ef193ffc52,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-c307a57868,/book/book-c307a57868,book/book-c307a57868,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-0986aeb7e3,/book/book-0986aeb7e3,book/book-0986aeb7e3,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-a23625bf36,/book/book-a23625bf36,book/book-a23625bf36,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
https://theearnalism.com/book/book-5461971092,/book/book-5461971092,book/book-5461971092,KEEP_REWRITE,Generated or code-like slug should be rewritten before promotion.
